tanggal,ulasan,sentimen
2025-11-11,Sangat salut dengan dedikasi para petugas kesehatan di PMI Cirebon.,Positif
2025-11-12,Semuanya biasa saja berjalan sesuai nomor antrean pendaftaran.,Netral
2025-11-12,Penanganan pasca donor sangat diperhatikan dengan detail oleh perawat.,Positif
2025-11-13,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang aman.,Positif
2025-11-13,"Pengalaman donor buruk, lambat, dan membuat saya menyesal.",Negatif
2025-11-14,Pelayanan 24 jam sangat membantu warga yang sibuk bekerja shift.,Positif
2025-11-14,Mantap pelayanannya sangat prima dan memanjakan para pahlawan darah.,Positif
2025-11-14,Proses cek tekanan darah dilakukan dengan alat modern yang sangat akurat.,Positif
2025-11-15,Kunjungan berjalan wajar tanpa kejadian khusus.,Netral
2025-11-15,Sangat efisien dari loket daftar sampai ruang observasi pemulihan.,Positif
2025-11-16,Terima kasih atas keramahan seluruh staf yang bertugas melayani hari ini.,Positif
2025-11-16,Vena saya yang kecil bisa langsung ditemukan oleh perawat tanpa kendala.,Positif
2025-11-17,Parkiran sangat becek sehabis hujan mohon diperbaiki paving bloknya.,Negatif
2025-11-17,Toilet dan musala sangat bersih serta terawat dengan sangat baik.,Positif
2025-11-18,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral
2025-11-18,Sangat terbantu dengan panduan alur donor yang dipasang di berbagai sudut ruangan.,Positif
2025-11-19,Pelayanan profesional dengan hasil yang memuaskan.,Positif
2025-11-19,Perawat sangat sopan dan selalu meminta izin sebelum melakukan tindakan penyuntikan.,Positif
2025-11-19,Ruangan observasi sangat nyaman dilengkapi televisi dan majalah.,Positif
2025-11-20,Pelayanan memuaskan dari waktu ke waktu terus meningkat.,Positif
2025-11-20,Petugas pendaftaran kurang fokus dan malah asyik mengobrol sendiri saat melayani.,Negatif
2025-11-21,Petugas cepat tanggap menangani pendonor yang terlihat pucat pusing.,Positif
2025-11-21,Kapas dan plester ditutup dengan sangat rapi dan darah tidak rembes.,Positif
2025-11-22,Pengalaman standar tanpa hal yang spesial.,Netral
2025-11-22,Sangat puas mendonorkan darah secara rutin di tempat yang sebersih ini.,Positif
2025-11-23,Sangat mudah proses pendaftarannya apalagi sekarang pakai mesin antrean.,Positif
2025-11-23,Dokter jaga selalu standby dan sigap melayani konsultasi tensi yang bermasalah.,Positif
2025-11-23,PMI Cirebon juara dalam memberikan pelayanan donor.,Positif
2025-11-24,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral
2025-11-24,Pelayanannya cepat jadi saya bisa langsung kembali beraktivitas ke kantor.,Positif
2025-11-25,Saya menyesal memilih tempat ini karena layanannya parah.,Negatif
2025-11-25,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2025-11-26,Sangat edukatif banyak banner informasi kesehatan yang berguna di ruang tunggu.,Positif
2025-11-26,Layanannya sangat berkelas dan profesional setara klinik swasta.,Positif
2025-11-26,"Pelayanan lumayan, tidak terlalu cepat maupun lambat.",Netral
2025-11-27,Sangat terbantu dengan informasi ketersediaan golongan darah di layar monitor.,Positif
2025-11-27,Saya merasa sangat dihargai sebagai pahlawan kemanusiaan oleh para staf.,Positif
2025-11-28,Kunjungan yang lancar tanpa ada hambatan operasional sama sekali.,Netral
2025-11-28,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif
2025-11-28,Suara speaker pemanggilan nomor antrean terlalu melengking dan bikin kaget.,Negatif
2025-11-29,Antrean sangat tertib dan kursi ruang tunggunya sangat memadai bagi pengantar.,Positif
2025-11-29,Pengalaman donor yang berkesan. Akan rutin mengajak rekan kerja ke sini.,Positif
2025-11-29,Daya tanggap security mengatur kelancaran parkir motor sangat patut dipuji.,Positif
2025-11-30,Donor rutin bulanan prosedur standar dijalankan dengan baik.,Netral
2025-11-30,Semua proses dari ujung ke ujung berlangsung cepat tanggap dan memuaskan.,Positif
2025-11-30,PMI Cirebon adalah contoh pelayanan publik yang bersih cepat dan aman.,Positif
2025-12-01,Pelayanan akhir tahun yang sangat memuaskan dari PMI Kota Cirebon.,Positif
2025-12-01,Petugas medis sangat cekatan dan senyumnya membuat pendonor merasa tenang.,Positif
2025-12-02,Sistem komputer lelet sehingga pendaftaran menjadi sangat lambat.,Negatif
2025-12-02,Kunjungan donor rutin tiga bulanan. Pelayanan berjalan wajar seperti biasa.,Netral
2025-12-03,Fasilitas gedung sangat sejuk bersih dan wangi.,Positif
2025-12-03,Pengambilan darah berjalan lancar dan sangat steril sesuai prosedur.,Positif
2025-12-04,Saya kecewa karena keluhan tidak ditanggapi dengan baik.,Negatif
2025-12-04,Jarum masuk tanpa terasa sakit sama sekali sangat luar biasa keahlian perawatnya!,Positif
2025-12-05,Kunjungan berlangsung seperti biasa dan cukup lancar.,Netral
2025-12-05,Petugas sangat ramah dan sabar melayani pendonor yang banyak bertanya.,Positif
2025-12-06,Ruang tunggu sangat nyaman dan banyak kursi untuk pengantar.,Positif
2025-12-06,Dokter screening memberikan penjelasan kesehatan yang sangat mudah dipahami.,Positif
2025-12-07,Sangat efisien tidak butuh waktu lama untuk selesai donor di sini.,Positif
2025-12-07,Prosedur berjalan normal tidak ada kendala operasional.,Netral
2025-12-08,Selalu senang berdonor di PMI karena pelayanannya memang terbukti bagus.,Positif
2025-12-08,Mesin pencetak nomor antrean kertasnya habis dan lama tidak diisi ulang petugas.,Negatif
2025-12-09,Sangat apresiasi kebersihan area bed donor yang selalu disemprot disinfektan.,Positif
2025-12-09,Petugas dengan sigap memandu alur dari awal sampai akhir.,Positif
2025-12-10,Bingkisan snack sangat bermanfaat untuk memulihkan tenaga sehabis diambil darah.,Positif
2025-12-10,Sangat responsif menjawab semua pertanyaan dengan sopan dan santun.,Positif
2025-12-11,Rutinitas donor berjalan dengan lancar tanpa hambatan apapun.,Netral
2025-12-11,Pelayanan petugas lab sangat cepat dan hasilnya bisa ditunggu.,Positif
2025-12-12,Suasana ruangan tenang dan tidak berisik bikin nyaman saat darah diambil.,Positif
2025-12-12,Pengalaman hari ini sangat buruk serta mengecewakan.,Negatif
2025-12-13,Alat yang digunakan selalu ditunjukkan masih tersegel rapi dan baru.,Positif
2025-12-13,Sistem komputerisasi membuat pencarian data saya yang lama jadi sangat cepat.,Positif
2025-12-14,Sangat salut dengan dedikasi para pahlawan kesehatan di PMI Cirebon.,Positif
2025-12-14,Semua cukup tertib dan prosesnya wajar.,Netral
2025-12-15,Penanganan pasca donor sangat diperhatikan tidak boleh langsung berdiri.,Positif
2025-12-15,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang berkelas.,Positif
2025-12-16,Petugas sombong dan membuat pendonor merasa tidak dihargai.,Negatif
2025-12-16,Pelayanan di akhir pekan sangat membantu saya yang sibuk kerja di hari biasa.,Positif
2025-12-17,Mantap pelayanannya sangat prima dan memanjakan para pahlawan kemanusiaan.,Positif
2025-12-17,Proses cek tekanan darah dan HB dilakukan dengan alat yang sangat modern.,Positif
2025-12-18,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral
2025-12-18,Sangat efisien dari loket daftar sampai ruang observasi.,Positif
2025-12-19,Terima kasih atas keramahan seluruh staf yang bertugas melayani dengan senyum.,Positif
2025-12-19,Vena saya langsung ditemukan oleh perawat tidak perlu ditusuk berkali-kali.,Positif
2025-12-20,Tempat sampah di toilet penuh dan belum dibuang oleh petugas kebersihan.,Negatif
2025-12-20,Toilet dan musala sangat bersih serta wangi.,Positif
2025-12-21,Pelayanan cukup memadai untuk donor darah rutin.,Netral
2025-12-21,Sangat terbantu dengan panduan alur yang sangat informatif.,Positif
2025-12-22,Kinerja tim PMI sangat profesional dan luar biasa.,Positif
2025-12-22,Perawat sangat sopan dan tangannya ringan saat menyuntik.,Positif
2025-12-22,Ruangan observasi sangat nyaman untuk memulihkan diri pasca donor.,Positif
2025-12-23,Pelayanan memuaskan dari waktu ke waktu terus konsisten.,Positif
2025-12-23,Pengalaman donor sangat mengecewakan dan membuat saya menyesal.,Negatif
2025-12-24,Petugas cepat tanggap memberikan susu saat saya mengeluh agak kunang-kunang.,Positif
2025-12-24,Kapas dan plester ditutup dengan sangat rapat dan aman.,Positif
2025-12-25,"Tidak ada yang istimewa, proses tetap normal.",Netral
2025-12-25,Sangat puas mendonorkan darah secara rutin di gedung yang baru ini.,Positif
2025-12-26,Sangat mudah proses pendaftarannya tinggal pencet layar mesin antrean.,Positif
2025-12-26,Dokter jaga selalu sigap memberikan edukasi tentang manfaat donor.,Positif
2025-12-26,Lantainya sangat mengkilap dan bebas dari debu.,Positif
2025-12-27,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD PMI.,Netral
2025-12-27,Pelayanannya cepat jadi bisa disempatkan saat jam istirahat kantor.,Positif
2025-12-27,Petugas sombong dan tidak ramah ketika melayani masyarakat.,Negatif
2025-12-28,Sangat mengapresiasi kinerja seluruh tenaga medis yang tetap ramah di akhir tahun.,Positif
2025-12-28,PMI memberikan layanan mantap dengan proses yang cepat.,Positif
2025-12-28,Layanannya sangat berkelas bersih dan terpercaya.,Positif
2025-12-29,Pelayanan cukup baik dalam batas yang wajar.,Netral
2025-12-29,Sangat terbantu dengan aplikasi dan informasi ketersediaan darah.,Positif
2025-12-29,Saya merasa sangat bangga bisa mendonor dengan pelayanan sebaik ini.,Positif
2025-12-30,Kunjungan penutup tahun yang lancar tanpa ada hambatan operasional.,Netral
2025-12-30,Fasilitas sangat lengkap dan standar kebersihan selalu diutamakan.,Positif
2025-12-30,Sayang sekali stok kalender suvenir akhir tahun sudah habis.,Negatif
2025-12-31,Antrean sangat tertib dan ruangannya nyaman meski pengunjung membludak di akhir tahun.,Positif
2025-12-31,Pengalaman donor yang luar biasa. Sukses selalu PMI Kota Cirebon.,Positif
2025-12-31,Daya tanggap security mengatur parkir sangat membantu kelancaran kendaraan.,Positif
2025-12-31,Pelayanan standar dan saya merasa sehat setelah rutin berdonor.,Netral
2026-01-01,Pelayanan awal tahun yang sangat ramah dan profesional dari PMI Cirebon.,Positif
2026-01-01,Gedung sangat bersih dan fasilitas ruang tunggunya sangat nyaman.,Positif
2026-01-02,Saya rutin berdonor di sini setiap tiga bulan. Layanannya standar saja.,Netral
2026-01-02,Proses administrasi sangat mengecewakan dan tidak profesional.,Negatif
2026-01-03,Saya mendapat bantuan cepat dari petugas yang ramah.,Positif
2026-01-03,Antrean di loket administrasi cukup panjang karena banyak pendonor.,Negatif
2026-01-04,Petugas cepat tanggap dan memberikan bantuan dengan ramah.,Positif
2026-01-04,"Saya datang rutin, pelayanan masih seperti biasa.",Netral
2026-01-05,Petugas sangat edukatif menjelaskan pentingnya donor darah secara rutin.,Positif
2026-01-05,Snack yang diberikan enak dan cukup untuk memulihkan tenaga.,Positif
2026-01-06,Sistem pendaftaran dengan layar digital sangat mempermudah alur antrean.,Positif
2026-01-06,Ruang tunggu agak panas karena ada satu AC yang sepertinya bocor.,Negatif
2026-01-07,Dokter screening sangat teliti memeriksa tekanan darah saya.,Positif
2026-01-07,Sangat puas dengan keramahan dan senyum para staf di sini.,Positif
2026-01-08,"Semuanya normal, tidak ada masalah berarti hari ini.",Netral
2026-01-08,Sangat responsif melayani keluhan dan kebutuhan pendonor.,Positif
2026-01-09,Sangat terorganisir dengan rapi dari awal kedatangan sampai pulang.,Positif
2026-01-09,Petugas di loket depan kurang ramah saat menjawab pertanyaan saya.,Negatif
2026-01-10,Bed donor selalu dibersihkan setiap kali berganti orang. Sangat steril.,Positif
2026-01-10,Biasa saja tidak ada yang spesial dari pelayanan hari ini.,Netral
2026-01-11,Layanan 24 jam ini sangat membantu kami yang baru pulang kerja shift malam.,Positif
2026-01-11,Sangat salut dengan dedikasi para tenaga kesehatan di PMI Kota Cirebon.,Positif
2026-01-12,Cepat dan tanggap saat saya merasa agak pusing setelah diambil darah.,Positif
2026-01-12,Kertas antrean habis dan lama tidak diisi ulang oleh petugas jaga.,Negatif
2026-01-13,Alat yang digunakan selalu ditunjukkan masih tersegel rapi di depan mata.,Positif
2026-01-13,Saya merasa sangat dihargai sebagai pahlawan kemanusiaan di sini.,Positif
2026-01-14,Standar operasional terpenuhi dengan baik dan memadai.,Netral
2026-01-14,Kapas dan plester ditutup dengan sangat rapi dan darah langsung berhenti.,Positif
2026-01-15,Fasilitasnya sangat mendukung kenyamanan pengunjung yang datang.,Positif
2026-01-15,Panggilan nomor antrean suaranya kurang jelas terdengar ke belakang.,Negatif
2026-01-16,Sangat cepat dan petugas lab-nya cekatan. Layanannya berkelas.,Positif
2026-01-16,Pelayanan memuaskan dan perawatnya murah senyum semua.,Positif
2026-01-17,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral
2026-01-17,Petugas dengan sigap membantu mengambilkan air minum hangat.,Positif
2026-01-18,Sangat merekomendasikan tempat ini bagi yang ingin mulai rutin berdonor.,Positif
2026-01-18,Toilet kotor dan basah tolong petugas *cleaning service* lebih sigap.,Negatif
2026-01-19,Pelayanan dari ujung ke ujung sangat sopan dan beretika tinggi.,Positif
2026-01-19,Sangat efisien prosesnya tidak membuang waktu saya sama sekali.,Positif
2026-01-20,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral
2026-01-20,Apresiasi untuk satpam yang sangat membantu mengarahkan parkir kendaraan.,Positif
2026-01-21,Banyak edukasi menarik yang bisa dibaca di ruang tunggu selama menunggu.,Positif
2026-01-21,Semakin hari pelayanannya makin bagus dan ditunjang alat yang modern.,Positif
2026-01-22,Saya sangat merekomendasikan tempat ini karena profesional.,Positif
2026-01-22,"Petugas tidak ramah, proses lelet, dan kualitasnya jelek.",Negatif
2026-01-23,Standar kesehatan terjaga dengan baik. Kunjungan rutin berjalan mulus.,Netral
2026-01-23,Petugas handal sekali vena saya yang tersembunyi bisa langsung ditemukan.,Positif
2026-01-24,Sangat apresiasi kebersihan toilet dan musala yang tersedia.,Positif
2026-01-24,Layanan prima. Fasilitas gedung baru ini memang memberikan kenyamanan.,Positif
2026-01-25,Pengalaman donor darah yang menyenangkan. Akan terus donor di sini.,Positif
2026-01-25,Jarum ditusuk dengan kurang pas sehingga area lengan saya membengkak biru.,Negatif
2026-01-26,Pelayanan normal dan fasilitas cukup untuk pendonor.,Netral
2026-01-26,Sangat puas dengan pelayanan yang cepat dan tepat sasaran.,Positif
2026-01-27,Ruangan pelayanan terasa sangat higienis bebas dari debu dan kotoran.,Positif
2026-01-27,Suka dengan sistem antrean yang sudah menggunakan teknologi layar sentuh.,Positif
2026-01-28,Satpam sangat cepat tanggap memberikan arahan bagi mobil yang baru masuk.,Positif
2026-01-28,Proses observasi pasca donor sangat diperhatikan dengan baik.,Positif
2026-01-29,Selesai donor tepat waktu tidak ada hal yang istimewa hari ini.,Netral
2026-01-29,Pelayanan mantap sejak pendaftaran sampai selesai donor.,Positif
2026-01-30,Dokter sangat teliti memeriksa tekanan darah dan riwayat minum obat.,Positif
2026-01-30,Kondisi toilet kotor serta menimbulkan bau tidak sedap.,Negatif
2026-01-31,Pelayanan di hari libur tetap maksimal dan petugasnya penuh semangat.,Positif
2026-01-31,Sangat menghargai pelayanan petugas hari ini. Mantap sekali.,Positif
2026-01-31,Kunjungan donor biasa. Berjalan sesuai aturan yang ada.,Netral
2026-01-31,Rutin donor selalu nyaman berdonor di tempat yang profesional ini.,Positif
2026-01-31,Penutupan bulan dengan layanan yang sangat luar biasa dari PMI.,Positif
2026-01-31,Fasilitasnya top dan kualitas layanannya memang teruji.,Positif
2026-02-01,Pelayanan awal bulan Februari yang sangat cepat dan memuaskan.,Positif
2026-02-01,Ruangan sejuk dan suasananya bikin rileks sebelum diambil darah.,Positif
2026-02-02,Saya mendapati noda darah di bed donor yang belum dibersihkan sebelum saya berbaring. Ini *biohazard* yang bisa menyebarkan infeksi!,Negatif
2026-02-02,Biasa saja sama layaknya pelayanan instansi publik pada umumnya.,Netral
2026-02-03,Saya puas dan akan kembali karena layanannya recommended.,Positif
2026-02-03,Petugas ramah dan hasil pelayanan sangat memuaskan.,Positif
2026-02-04,Sangat cepat daftar via mesin antrean mandiri sangat efisien.,Positif
2026-02-04,Petugas kurang ramah dan terlihat kelelahan saat melayani antrean siang.,Negatif
2026-02-05,Mendonorkan darah jadi rutinitas yang menyenangkan berkat staf yang baik.,Positif
2026-02-05,Kunjungan yang lancar tanpa ada hambatan operasional sama sekali.,Netral
2026-02-06,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif
2026-02-06,Sangat terbantu dengan informasi ketersediaan golongan darah di lobi.,Positif
2026-02-07,"Semua berjalan standar, tidak ada masalah besar.",Netral
2026-02-07,Layanannya sangat berkelas dan profesional setara klinik swasta.,Positif
2026-02-08,Sangat edukatif banyak *banner* informasi kesehatan yang berguna.,Positif
2026-02-08,AC di ruang tunggu mati jadi pendonor kepanasan menunggu giliran.,Negatif
2026-02-09,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2026-02-09,Pelayanannya cepat jadi saya bisa langsung kembali bekerja.,Positif
2026-02-10,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral
2026-02-10,Ruangan sangat bersih bebas dari debu dan lantainya mengkilap.,Positif
2026-02-11,Dokter jaga selalu siaga melayani konsultasi tensi yang bermasalah.,Positif
2026-02-11,Sangat mudah proses pendaftarannya tidak membingungkan sama sekali.,Positif
2026-02-12,Antrean tertib dan kursi ruang tunggunya sangat memadai bagi pengantar.,Positif
2026-02-12,Tempat sampah di area ruang tunggu kepenuhan dan bau tidak sedap.,Negatif
2026-02-13,Fasilitas standar dengan pelayanan yang cukup.,Netral
2026-02-13,Kapas dan plester ditutup dengan sangat rapi dan darah tidak rembes.,Positif
2026-02-14,Petugas cepat tanggap menangani pendonor yang terlihat pucat.,Positif
2026-02-14,Pelayanan memuaskan dari waktu ke waktu terus meningkat pesat.,Positif
2026-02-15,Saya puas karena prosesnya cepat dan petugasnya ramah.,Positif
2026-02-15,Stok bingkisan habis padahal saya pendonor rombongan.,Negatif
2026-02-16,Perawat sangat sopan dan selalu meminta izin sebelum menyuntik.,Positif
2026-02-16,Sangat terorganisir antreannya dari mulai daftar sampai ambil suvenir.,Positif
2026-02-17,Sangat terbantu dengan panduan alur donor yang dipasang di dinding.,Positif
2026-02-17,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral
2026-02-18,Toilet dan musala sangat bersih serta terawat dengan sangat baik.,Positif
2026-02-18,Vena saya yang kecil bisa langsung ditemukan oleh perawat tanpa kendala.,Positif
2026-02-19,Terima kasih atas keramahan seluruh staf yang bertugas melayani hari ini.,Positif
2026-02-19,Parkiran sangat sempit dan susah keluar saat jam sibuk sore hari.,Negatif
2026-02-20,Sangat efisien dari loket daftar sampai ruang observasi pemulihan.,Positif
2026-02-20,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral
2026-02-21,Proses cek tekanan darah dilakukan dengan alat modern yang akurat.,Positif
2026-02-21,Mantap pelayanannya sangat prima dan memanjakan para pahlawan darah.,Positif
2026-02-22,Pelayanan 24 jam sangat membantu warga yang sibuk bekerja.,Positif
2026-02-22,Suara petugas yang memanggil sangat pelan jadi saya kelewatan giliran.,Negatif
2026-02-23,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang aman.,Positif
2026-02-23,Penanganan pasca donor sangat diperhatikan dengan detail oleh perawat.,Positif
2026-02-24,Semuanya biasa saja berjalan sesuai nomor antrean pendaftaran.,Netral
2026-02-24,Sangat salut dengan dedikasi para petugas kesehatan di sini.,Positif
2026-02-25,"Proses donor lancar, nyaman, dan terasa sangat baik.",Positif
2026-02-25,Saya diberi kartu keterangan donor dengan nama orang lain di loket. Ini kesalahan identifikasi administrasi yang sangat fatal!,Negatif
2026-02-26,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif
2026-02-26,Suasana ruangan tenang dan tidak berisik bikin rileks.,Positif
2026-02-27,Pelayanan petugas lab sangat cepat dan hasilnya memuaskan.,Positif
2026-02-27,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral
2026-02-28,Bingkisan snack sangat memulihkan tenaga sehabis diambil darah.,Positif
2026-02-28,Petugas dengan sigap membantu mengambilkan air hangat setelah donor.,Positif
2026-02-28,Sangat apresiasi kebersihan area bed donor yang disterilkan ulang.,Positif
2026-02-28,Sangat responsif menjawab pertanyaan saya mengenai efek samping donor.,Positif
2026-02-28,Pelayanan penutup Februari yang mantap. Maju terus PMI Cirebon.,Positif
2026-02-28,Kondisi PMI wajar dan pelayanannya lumayan.,Netral
2026-03-01,Mengawali bulan Maret dengan layanan donor yang sangat ramah.,Positif
2026-03-01,Petugas medis sangat cekatan dan profesional dalam mencari pembuluh darah.,Positif
2026-03-02,"Pengalaman standar, fasilitas cukup, dan proses normal.",Netral
2026-03-02,Saya melihat perawat membersihkan lengan saya dengan kapas alkohol kering yang sudah menguap. Sterilisasi jarum sangat berisiko tolong perhatikan SOP!,Negatif
2026-03-03,Gedung bersih dan fasilitas sangat nyaman untuk pengunjung.,Positif
2026-03-03,Pengambilan darah berjalan lancar dan minim rasa sakit.,Positif
2026-03-04,Datang untuk donor darah rutin proses berjalan standar.,Netral
2026-03-04,"Fasilitas bau, kotor, dan proses pelayanan terlalu lambat.",Negatif
2026-03-05,Petugas sangat ramah dan sabar melayani pendonor lansia.,Positif
2026-03-05,Ruang tunggu sangat nyaman dan banyak kursi empuk.,Positif
2026-03-06,"Proses donor mantap, cepat, dan sangat memuaskan.",Positif
2026-03-06,Sangat efisien tidak butuh waktu lama untuk selesai mendonorkan darah.,Positif
2026-03-07,Prosedur berjalan normal tidak ada kendala berarti hari ini.,Netral
2026-03-07,Selalu senang berdonor di sini karena layanannya bintang lima.,Positif
2026-03-08,Sistem antrean online sangat memudahkan pendaftaran dari rumah.,Positif
2026-03-08,Sangat lambat pergerakan antreannya petugasnya asyik mengobrol.,Negatif
2026-03-09,Petugas sigap membantu mengambilkan air minum setelah saya merasa lemah.,Positif
2026-03-09,Suvenir tas yang diberikan sangat bermanfaat. Terima kasih PMI.,Positif
2026-03-10,Rutinitas donor berjalan dengan lancar tanpa hambatan apapun.,Netral
2026-03-10,Hasil cek HB lab keluar sangat cepat tidak perlu menunggu lama.,Positif
2026-03-11,Suasana ruangan tenang sangat mendukung kenyamanan mental pendonor.,Positif
2026-03-11,Banyak lalat di sekitar ruang tunggu tolong kebersihannya diperhatikan.,Negatif
2026-03-12,Segel jarum dibuka tepat di depan mata saya. Sangat terjamin steril.,Positif
2026-03-12,Sistem komputer yang baru membuat proses jauh lebih ngebut.,Positif
2026-03-13,Sangat bangga bisa donor di PMI Cirebon yang fasilitasnya hebat.,Positif
2026-03-13,Semuanya biasa saja berjalan sesuai dengan standar yang ada.,Netral
2026-03-14,Penanganan pemulihan sangat diperhatikan dengan detail oleh perawat jaga.,Positif
2026-03-14,Ruang tunggu agak kotor banyak bungkus makanan yang tertinggal di meja.,Negatif
2026-03-15,Sangat merekomendasikan PMI Cirebon untuk teman-teman kantor saya.,Positif
2026-03-15,Pelayanan luar biasa bagus dan sangat memuaskan hari ini.,Positif
2026-03-16,Pelayanannya mantap sangat prima dan menghargai para pendonor.,Positif
2026-03-16,Proses tensi darah cepat dan alat yang digunakan canggih.,Positif
2026-03-17,Kunjungan biasa dengan proses donor yang normal.,Netral
2026-03-17,Sangat efisien dari loket daftar sampai ruang observasi.,Positif
2026-03-18,Terima kasih atas keramahan seluruh staf yang bertugas dengan tulus.,Positif
2026-03-18,Ruang observasi kotor dan penanganan setelah donor sangat lambat.,Negatif
2026-03-19,Jarum langsung masuk pas ke pembuluh darah karena perawatnya jago.,Positif
2026-03-19,Toilet pendonor wangi bersih dan tisu selalu tersedia.,Positif
2026-03-20,Fasilitas lumayan dan alurnya sesuai prosedur.,Netral
2026-03-20,Sangat terbantu dengan panduan alur donor yang jelas di lokasi.,Positif
2026-03-21,Donor darah di sini terasa nyaman karena layanan sangat baik.,Positif
2026-03-21,Petugas terlalu kasar menarik jarum sehingga tangan saya memar besar.,Negatif
2026-03-22,Ruangan pemulihan nyaman dilengkapi televisi untuk hiburan.,Positif
2026-03-22,Pelayanan memuaskan dari waktu ke waktu terus konsisten.,Positif
2026-03-23,Selesai donor tepat waktu tidak ada yang terlalu spesial hari ini.,Netral
2026-03-23,Petugas tanggap memberikan arahan bagi pendonor yang baru pertama kali.,Positif
2026-03-24,Sangat puas mendonorkan darah secara rutin di tempat yang higienis ini.,Positif
2026-03-24,Mesin cetak antrean *error* jadi harus antre manual yang merepotkan.,Negatif
2026-03-25,Sangat mudah proses pendaftarannya apalagi sekarang pakai layar sentuh.,Positif
2026-03-25,Dokter jaga selalu siaga menjawab pertanyaan konsultasi saya.,Positif
2026-03-26,Ruangan sangat bersih bebas dari debu dan kuman.,Positif
2026-03-26,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral
2026-03-27,Pelayanannya cepat jadi saya bisa manfaatkan jam istirahat siang.,Positif
2026-03-27,AC di dekat loket pendaftaran mati jadi petugas dan pendonor kegerahan.,Negatif
2026-03-28,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2026-03-28,Sangat edukatif banyak *banner* informasi gizi yang berguna di lobi.,Positif
2026-03-29,Layanannya sangat berkelas dan profesional setara rumah sakit besar.,Positif
2026-03-29,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral
2026-03-30,Sangat terbantu dengan aplikasi informasi stok darah yang *real-time*.,Positif
2026-03-30,Saya merasa diabaikan saat bertanya kepada petugas loket yang sibuk main HP.,Negatif
2026-03-31,Kunjungan penutup Triwulan yang lancar tanpa ada hambatan operasional.,Netral
2026-03-31,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif
2026-03-31,Sangat terorganisir alur antreannya dari masuk sampai keluar ruangan.,Positif
2026-03-31,Terima kasih PMI Kota Cirebon atas layanan terbaiknya di triwulan ini.,Positif
2026-01-10,Sangat terbantu dengan pelayanan donor darah hari ini.,Positif
2026-01-25,Petugas kurang senyum saat melayani di loket pendaftaran.,Negatif
2026-02-05,"Pengalaman hari ini mantap, cepat, dan tidak mengecewakan.",Positif
2026-02-14,Pelayanan berjalan seperti biasa sesuai prosedur.,Netral
2026-02-28,Ruangan sejuk dan bersih membuat suasana jadi nyaman.,Positif
2026-03-05,Saya sangat apresiasi keramahan perawat di PMI Cirebon.,Positif
2026-03-15,Kecewa karena antrean dipanggil tidak sesuai nomor urut.,Negatif
2026-03-25,Donor darah rutin bulanan berjalan lancar jaya.,Positif
2026-04-01,Pelayanan di awal bulan sangat prima dan tidak mengecewakan.,Positif
2026-04-01,Petugas pendaftaran sangat cekatan sehingga antrean cepat terurai.,Positif
2026-04-02,Saya rutin donor darah di sini. Layanannya standar dan normal.,Netral
2026-04-02,Saya melihat petugas tidak mengganti sarung tangan medis saat mengambil sampel darah pendonor. SOP infeksi tolong dijaga ketat!,Negatif
2026-04-03,Jarum dipasang dengan sangat ahli tidak terasa sakit sedikit pun.,Positif
2026-04-03,Mesin pencetak antrean rusak jadi harus antre manual yang memakan waktu.,Negatif
2026-04-04,Sangat efisien dari daftar sampai selesai tidak butuh waktu lama.,Positif
2026-04-04,Donor berjalan wajar dan normal seperti kunjungan sebelumnya.,Netral
2026-04-04,Petugas sangat edukatif menjelaskan pentingnya donor darah.,Positif
2026-04-05,"Pelayanan sangat baik, tertib, bersih, dan nyaman.",Positif
2026-04-05,Sistem pendaftaran dengan layar digital sangat mempermudah alur.,Positif
2026-04-06,Saya menyesal datang karena pelayanan buruk dan tidak tertib.,Negatif
2026-04-06,Dokter screening sangat teliti memeriksa tekanan darah saya.,Positif
